PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,model,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
222518005010661,23,2011,2016,5,ne,fvs_base,88.06101989746094,190.11920166015625,9.215420722961426,2201.998046875,5482.42822265625,113.84453714782113,2175.64570506311,5961.701839711436
222518005010661,23,2011,2016,5,ne,fvs_regional,87.77607727050781,189.09280395507812,9.22543716430664,2197.121337890625,5477.361328125,113.84453714782113,2175.64570506311,5961.701839711436
222518005010661,23,2011,2016,5,ne,organon,79.42996215820312,173.5419921875,9.160646438598633,2032.138916015625,5102.14892578125,113.84453714782113,2175.64570506311,5961.701839711436
222518005010661,23,2011,2016,5,ne,conus_spdep,79.32347869873047,173.2524871826172,9.162150382995605,1978.990234375,5048.7958984375,113.84453714782113,2175.64570506311,5961.701839711436
222518005010661,23,2011,2016,5,ne,conus_climate,79.32750701904297,173.2770538330078,9.161735534667969,1991.9388427734375,5048.40087890625,113.84453714782113,2175.64570506311,5961.701839711436
306265316489998,36,2016,2023,7,ne,fvs_base,90.46382904052734,294.869140625,7.499961853027344,1893.3646240234375,1517.8695068359375,139.8301726657132,2339.356193147208,2107.886274399906
306265316489998,36,2016,2023,7,ne,fvs_regional,89.91871643066406,292.68768310546875,7.505146026611328,1884.329345703125,1516.134765625,139.8301726657132,2339.356193147208,2107.886274399906
306265316489998,36,2016,2023,7,ne,organon,66.65797424316406,211.16778564453125,7.607614994049072,1459.2298583984375,1298.0819091796875,139.8301726657132,2339.356193147208,2107.886274399906
306265316489998,36,2016,2023,7,ne,conus_spdep,66.5603256225586,210.70545959472656,7.610376358032227,1393.7071533203125,1299.2857666015625,139.8301726657132,2339.356193147208,2107.886274399906
306265316489998,36,2016,2023,7,ne,conus_climate,66.61644744873047,211.0208282470703,7.607893943786621,1402.1300048828125,1324.953857421875,139.8301726657132,2339.356193147208,2107.886274399906
15806956020004,36,2013,2020,7,ne,fvs_base,56.697364807128906,106.15010833740234,9.89594841003418,1221.599365234375,4441.0498046875,60.45728271635707,1022.125460194906,3473.56773601993
15806956020004,36,2013,2020,7,ne,fvs_regional,56.72564697265625,106.26665496826172,9.892986297607422,1222.0067138671875,4441.39404296875,60.45728271635707,1022.125460194906,3473.56773601993
15806956020004,36,2013,2020,7,ne,organon,49.971351623535156,96.24011993408203,9.757055282592773,1086.1307373046875,3821.185302734375,60.45728271635707,1022.125460194906,3473.56773601993
15806956020004,36,2013,2020,7,ne,conus_spdep,49.95133972167969,96.17601776123047,9.758353233337402,1057.5655517578125,3786.787109375,60.45728271635707,1022.125460194906,3473.56773601993
15806956020004,36,2013,2020,7,ne,conus_climate,49.95916748046875,96.18770599365234,9.758523941040039,1073.1793212890625,3823.907958984375,60.45728271635707,1022.125460194906,3473.56773601993
247104235010661,42,2013,2019,6,ne,fvs_base,48.86284637451172,119.03844451904297,8.675251007080078,1111.678466796875,2318.664306640625,,,
247104235010661,42,2013,2019,6,ne,fvs_regional,48.881038665771484,119.11740112304688,8.673989295959473,1111.935791015625,2318.92236328125,,,
247104235010661,42,2013,2019,6,ne,organon,46.52295684814453,112.75065612792969,8.697819709777832,1010.1912841796875,2059.88330078125,,,
247104235010661,42,2013,2019,6,ne,conus_spdep,46.59596633911133,112.9590072631836,8.696610450744629,1061.57568359375,2252.470458984375,,,
247104235010661,42,2013,2019,6,ne,conus_climate,46.5956916809082,112.96562194824219,8.696330070495605,1058.615478515625,2252.4091796875,,,
168997422010661,42,2010,2016,6,ne,fvs_base,53.17852020263672,124.5252456665039,8.84862232208252,957.9699096679688,2912.316650390625,90.07323793044282,1152.400569355766,
168997422010661,42,2010,2016,6,ne,fvs_regional,53.33578872680664,125.22196960449219,8.83701229095459,959.4525146484375,2916.392578125,90.07323793044282,1152.400569355766,
168997422010661,42,2010,2016,6,ne,organon,49.50811004638672,113.00469970703125,8.962437629699707,873.5844116210938,2667.631103515625,90.07323793044282,1152.400569355766,
