scale,key,engine,scenario,year,total_TgC,total_lo,total_hi,mean_MgC_ha,n_plots
forest_type,Oak/hickory,default,reserve (no harvest),2125,7792.608,7479.022,8113.28,185.75,9126
forest_type,Oak/hickory,default,managed (harvest),2030,2021.242,1924.514,2128.121,45.5,9126
forest_type,Oak/hickory,default,managed (harvest),2055,3273.881,3143.126,3410.616,77.45,9126
forest_type,Oak/hickory,default,managed (harvest),2080,3225.566,3129.594,3333.56,78.53,9126
forest_type,Oak/hickory,default,managed (harvest),2105,2619.381,2523.772,2711.066,65.48,9126
forest_type,Oak/hickory,default,managed (harvest),2125,2083.876,2024.884,2175.923,52.65,9126
forest_type,Oak/pine,default,reserve (no harvest),2030,606.91,556.276,652.232,56.65,2236
forest_type,Oak/pine,default,reserve (no harvest),2055,1242.518,1161.747,1360.299,118.02,2236
forest_type,Oak/pine,default,reserve (no harvest),2080,1669.565,1539.34,1806.759,158.63,2236
forest_type,Oak/pine,default,reserve (no harvest),2105,1917.213,1780.723,2066.373,182.67,2236
forest_type,Oak/pine,default,reserve (no harvest),2125,2038.893,1871.61,2188.058,194.61,2236
forest_type,Oak/pine,default,managed (harvest),2030,606.91,562.073,657.739,56.65,2236
forest_type,Oak/pine,default,managed (harvest),2055,901.303,837.823,967.046,86.61,2236
forest_type,Oak/pine,default,managed (harvest),2080,826.381,767.601,882.696,79.85,2236
forest_type,Oak/pine,default,managed (harvest),2105,624.495,583.923,668.361,61.26,2236
forest_type,Oak/pine,default,managed (harvest),2125,482.614,449.799,525.881,47.79,2236
forest_type,Other eastern softwoods,default,reserve (no harvest),2030,53.31,38.992,72.949,65.66,137
forest_type,Other eastern softwoods,default,reserve (no harvest),2055,95.338,68.787,139.392,125.55,137
forest_type,Other eastern softwoods,default,reserve (no harvest),2080,123.303,85.66,160.9,163.9,137
forest_type,Other eastern softwoods,default,reserve (no harvest),2105,142.201,104.138,191.882,186.8,137
forest_type,Other eastern softwoods,default,reserve (no harvest),2125,150.383,104.554,192.333,196.76,137
forest_type,Other eastern softwoods,default,managed (harvest),2030,53.31,34.579,74.445,65.66,137
forest_type,Other eastern softwoods,default,managed (harvest),2055,66.429,47.373,85.516,89.36,137
forest_type,Other eastern softwoods,default,managed (harvest),2080,58.232,41.936,73.422,78.8,137
forest_type,Other eastern softwoods,default,managed (harvest),2105,45.52,34.025,59.818,59.02,137
forest_type,Other eastern softwoods,default,managed (harvest),2125,33.983,24.04,45.56,44.05,137
forest_type,Other western softwoods,default,reserve (no harvest),2030,41.075,32.836,51.287,33.57,455
forest_type,Other western softwoods,default,reserve (no harvest),2055,105.862,83.944,125.613,79.31,455
forest_type,Other western softwoods,default,reserve (no harvest),2080,154.325,125.998,185.587,116.68,455
forest_type,Other western softwoods,default,reserve (no harvest),2105,189.419,156.07,226.663,145.07,455
forest_type,Other western softwoods,default,reserve (no harvest),2125,209.906,167.744,254.924,161.96,455
forest_type,Other western softwoods,default,managed (harvest),2030,41.075,32.957,49.629,33.57,455
forest_type,Other western softwoods,default,managed (harvest),2055,69.535,57.378,84.918,49.32,455
forest_type,Other western softwoods,default,managed (harvest),2080,56.511,45.937,70.808,42.9,455
forest_type,Other western softwoods,default,managed (harvest),2105,42.323,35.002,52.774,33.78,455
forest_type,Other western softwoods,default,managed (harvest),2125,33.999,27.437,41.191,27.43,455
forest_type,Pinyon/juniper,default,reserve (no harvest),2030,24.042,17.679,31.096,3.87,4235
forest_type,Pinyon/juniper,default,reserve (no harvest),2055,82.137,64.207,99.316,11.11,4235
forest_type,Pinyon/juniper,default,reserve (no harvest),2080,159.948,125.068,198.596,19.91,4235
forest_type,Pinyon/juniper,default,reserve (no harvest),2105,235.556,177.075,297.643,27.69,4235
forest_type,Pinyon/juniper,default,reserve (no harvest),2125,282.238,210.954,374.519,31.89,4235
forest_type,Pinyon/juniper,default,managed (harvest),2030,24.042,18.706,29.787,3.87,4235
forest_type,Pinyon/juniper,default,managed (harvest),2055,64.995,50.399,78.925,8.21,4235
forest_type,Pinyon/juniper,default,managed (harvest),2080,97.299,70.389,122.341,10.87,4235
forest_type,Pinyon/juniper,default,managed (harvest),2105,106.368,78.295,146.204,10.59,4235
forest_type,Pinyon/juniper,default,managed (harvest),2125,96.136,62.433,143.489,8.54,4235
forest_type,Ponderosa pine,default,reserve (no harvest),2030,104.536,93.981,116.302,18.04,1958
forest_type,Ponderosa pine,default,reserve (no harvest),2055,317.358,285.269,347.168,49.23,1958
forest_type,Ponderosa pine,default,reserve (no harvest),2080,497.385,443.644,558.036,76.31,1958
forest_type,Ponderosa pine,default,reserve (no harvest),2105,632.341,569.81,705.785,96.43,1958
forest_type,Ponderosa pine,default,reserve (no harvest),2125,707.613,637.413,785.158,107.44,1958
forest_type,Ponderosa pine,default,managed (harvest),2030,104.536,94.378,116.315,18.04,1958
forest_type,Ponderosa pine,default,managed (harvest),2055,235.54,212.657,262.573,34.47,1958
forest_type,Ponderosa pine,default,managed (harvest),2080,231.55,208.527,258.879,33.63,1958
forest_type,Ponderosa pine,default,managed (harvest),2105,189.053,172.6,215.024,27.05,1958
forest_type,Ponderosa pine,default,managed (harvest),2125,150.784,134.38,164.173,21.21,1958
forest_type,Redwood,default,reserve (no harvest),2030,8.001,2.357,16.22,43.82,37
forest_type,Redwood,default,reserve (no harvest),2055,28.979,10.112,52.002,163.99,37
forest_type,Redwood,default,reserve (no harvest),2080,41.855,15.376,73.444,255.23,37
forest_type,Redwood,default,reserve (no harvest),2105,49.865,19.105,93.343,309.98,37
forest_type,Redwood,default,reserve (no harvest),2125,55.037,24.137,96.802,342.81,37
forest_type,Redwood,default,managed (harvest),2030,8.001,2.68,16.21,43.82,37
forest_type,Redwood,default,managed (harvest),2055,21.033,7.956,38.841,120.48,37
forest_type,Redwood,default,managed (harvest),2080,13.024,5.423,22.668,92.26,37
forest_type,Redwood,default,managed (harvest),2105,8.118,3.24,14.114,55.56,37
forest_type,Redwood,default,managed (harvest),2125,6.881,3.264,12.761,44.74,37
forest_type,Spruce/fir,default,reserve (no harvest),2030,657.967,608.65,701.825,88.4,2363
forest_type,Spruce/fir,default,reserve (no harvest),2055,1137.88,1041.107,1230.136,154.4,2363
forest_type,Spruce/fir,default,reserve (no harvest),2080,1504.761,1394.19,1622.458,204.57,2363
forest_type,Spruce/fir,default,reserve (no harvest),2105,1760.074,1612.492,1913.798,239.63,2363
forest_type,Spruce/fir,default,reserve (no harvest),2125,1878.523,1723.716,2031.11,255.94,2363
forest_type,Spruce/fir,default,managed (harvest),2030,657.967,614.054,708.894,88.4,2363
forest_type,Spruce/fir,default,managed (harvest),2055,846.537,791.245,917.525,115.97,2363
forest_type,Spruce/fir,default,managed (harvest),2080,840.539,792.411,902.771,116.05,2363
forest_type,Spruce/fir,default,managed (harvest),2105,732.196,683.315,787.18,101.82,2363
forest_type,Spruce/fir,default,managed (harvest),2125,602.355,557.236,645.207,84.19,2363
forest_type,Tanoak/laurel,default,reserve (no harvest),2030,53.289,35.022,75.183,78.31,177
forest_type,Tanoak/laurel,default,reserve (no harvest),2055,163.955,117.673,219.328,226.94,177
forest_type,Tanoak/laurel,default,reserve (no harvest),2080,270.866,182.941,361.063,370.29,177
forest_type,Tanoak/laurel,default,reserve (no harvest),2105,344.027,237.794,477.597,468.35,177
forest_type,Tanoak/laurel,default,reserve (no harvest),2125,389.12,264.691,529.865,528.88,177
forest_type,Tanoak/laurel,default,managed (harvest),2030,53.289,36.956,73.547,78.31,177
forest_type,Tanoak/laurel,default,managed (harvest),2055,113.389,78.748,159.812,152.02,177
forest_type,Tanoak/laurel,default,managed (harvest),2080,112.202,79.03,150.687,149.99,177
forest_type,Tanoak/laurel,default,managed (harvest),2105,79.639,54.148,104.596,106.64,177
forest_type,Tanoak/laurel,default,managed (harvest),2125,65.469,46.337,87.825,87.56,177
forest_type,Tropical hardwoods,default,reserve (no harvest),2030,5.676,2.332,10.887,43.73,24
forest_type,Tropical hardwoods,default,reserve (no harvest),2055,14.591,5.854,26.158,106.93,24
forest_type,Tropical hardwoods,default,reserve (no harvest),2080,19.258,8.154,34.193,144.56,24
forest_type,Tropical hardwoods,default,reserve (no harvest),2105,21.602,10.388,37.745,164.18,24
forest_type,Tropical hardwoods,default,reserve (no harvest),2125,22.64,10.995,35.54,170.12,24
forest_type,Tropical hardwoods,default,managed (harvest),2030,5.676,1.923,11.303,43.73,24
forest_type,Tropical hardwoods,default,managed (harvest),2055,9.659,3.858,17.164,68.93,24
forest_type,Tropical hardwoods,default,managed (harvest),2080,5.932,3.203,10.101,46.66,24
forest_type,Tropical hardwoods,default,managed (harvest),2105,3.121,1.424,4.748,25.73,24
forest_type,Tropical hardwoods,default,managed (harvest),2125,2.048,0.949,3.315,15.49,24
forest_type,Unknown,default,reserve (no harvest),2030,1141.974,1064.466,1234.47,49.87,4824
forest_type,Unknown,default,reserve (no harvest),2055,2407.938,2263.932,2608.746,109.38,4824
forest_type,Unknown,default,reserve (no harvest),2080,3373.013,3135.102,3622.182,156.19,4824
forest_type,Unknown,default,reserve (no harvest),2105,4028.151,3803.336,4257.493,188.46,4824
forest_type,Unknown,default,reserve (no harvest),2125,4384.149,4129.087,4704.924,206.11,4824
forest_type,Unknown,default,managed (harvest),2030,1141.974,1040.973,1244.207,49.87,4824
forest_type,Unknown,default,managed (harvest),2055,1722.219,1602.098,1826.267,78.77,4824
forest_type,Unknown,default,managed (harvest),2080,1638.519,1531.047,1733.359,77.63,4824
forest_type,Unknown,default,managed (harvest),2105,1302.24,1221.016,1394.545,62.96,4824
forest_type,Unknown,default,managed (harvest),2125,1033.912,960.481,1093.559,50.42,4824
forest_type,Western larch,default,reserve (no harvest),2030,14.045,10.106,19.386,38.26,163
forest_type,Western larch,default,reserve (no harvest),2055,34.178,24.041,46.312,84.16,163
forest_type,Western larch,default,reserve (no harvest),2080,48.224,37.56,61.022,120.21,163
forest_type,Western larch,default,reserve (no harvest),2105,58.73,47.669,73.913,148.93,163
forest_type,Western larch,default,reserve (no harvest),2125,65.21,48.288,87.038,166.65,163
forest_type,Western larch,default,managed (harvest),2030,14.045,9.902,20.463,38.26,163
forest_type,Western larch,default,managed (harvest),2055,22.776,17.665,28.886,53.24,163
forest_type,Western larch,default,managed (harvest),2080,18.269,13.939,22.873,46.18,163
forest_type,Western larch,default,managed (harvest),2105,13.946,10.179,17.708,37.46,163
forest_type,Western larch,default,managed (harvest),2125,11.451,8.512,15.181,30.95,163
forest_type,Western oak,default,reserve (no harvest),2030,19.466,15.284,23.07,47.89,227
forest_type,Western oak,default,reserve (no harvest),2055,66.288,51.227,85.348,113.64,227
forest_type,Western oak,default,reserve (no harvest),2080,117.56,90.269,153.562,184.82,227
forest_type,Western oak,default,reserve (no harvest),2105,164.961,122.285,208.744,250.24,227
forest_type,Western oak,default,reserve (no harvest),2125,197.773,146.405,258.392,296.55,227
forest_type,Western oak,default,managed (harvest),2030,19.466,15.628,24.518,47.89,227
forest_type,Western oak,default,managed (harvest),2055,47.747,33.034,62.76,67.9,227
forest_type,Western oak,default,managed (harvest),2080,52.883,37.743,71.517,73.75,227
forest_type,Western oak,default,managed (harvest),2105,49.162,35.592,65.068,68.01,227
forest_type,Western oak,default,managed (harvest),2125,43.799,32.821,59.362,61.65,227
forest_type,Western white pine,default,reserve (no harvest),2030,2.892,1.09,5.431,36.7,22
forest_type,Western white pine,default,reserve (no harvest),2055,10.933,5.067,18.084,130.94,22
forest_type,Western white pine,default,reserve (no harvest),2080,18.007,8.171,30.094,212.1,22
forest_type,Western white pine,default,reserve (no harvest),2105,23.261,10.813,39.171,271.13,22
forest_type,Western white pine,default,reserve (no harvest),2125,26.827,10.277,47.317,308.96,22
forest_type,Western white pine,default,managed (harvest),2030,2.892,1.175,4.882,36.7,22
forest_type,Western white pine,default,managed (harvest),2055,8.431,4.303,14.334,97.67,22
forest_type,Western white pine,default,managed (harvest),2080,7.925,3.351,13.846,89.08,22
forest_type,Western white pine,default,managed (harvest),2105,6.024,2.766,10.07,66.37,22
forest_type,Western white pine,default,managed (harvest),2125,5.252,2.015,8.889,55.67,22
forest_type,White/red/jack pine,default,reserve (no harvest),2030,117.333,105.798,128.224,45.84,1115
forest_type,White/red/jack pine,default,reserve (no harvest),2055,285.604,262.422,312.354,105.84,1115
forest_type,White/red/jack pine,default,reserve (no harvest),2080,403.13,366.624,437.532,148.78,1115
forest_type,White/red/jack pine,default,reserve (no harvest),2105,475.942,438.246,523.811,176.34,1115
forest_type,White/red/jack pine,default,reserve (no harvest),2125,512.48,470.054,551.204,190.27,1115
forest_type,White/red/jack pine,default,managed (harvest),2030,117.333,106.235,129.83,45.84,1115
forest_type,White/red/jack pine,default,managed (harvest),2055,233.915,217.405,251.597,86.54,1115
forest_type,White/red/jack pine,default,managed (harvest),2080,251.239,231.9,271.229,93.64,1115
forest_type,White/red/jack pine,default,managed (harvest),2105,218.669,202.074,237.802,82.92,1115
forest_type,White/red/jack pine,default,managed (harvest),2125,182.938,170.173,197.154,69.99,1115
forest_type,Woodland hardwoods,default,reserve (no harvest),2030,63.798,50.019,80.403,66.83,271
forest_type,Woodland hardwoods,default,reserve (no harvest),2055,145.613,120.257,175.148,143.94,271
forest_type,Woodland hardwoods,default,reserve (no harvest),2080,211.446,173.294,251.918,205.6,271
forest_type,Woodland hardwoods,default,reserve (no harvest),2105,263.052,210.691,311.502,250.09,271
forest_type,Woodland hardwoods,default,reserve (no harvest),2125,292.552,229.658,366.749,274.16,271
forest_type,Woodland hardwoods,default,managed (harvest),2030,63.798,49.282,80.991,66.83,271
forest_type,Woodland hardwoods,default,managed (harvest),2055,105.638,87.807,126.468,102.31,271
forest_type,Woodland hardwoods,default,managed (harvest),2080,103.891,83.688,130.367,100.57,271
forest_type,Woodland hardwoods,default,managed (harvest),2105,90.625,67.862,113.253,83.4,271
forest_type,Woodland hardwoods,default,managed (harvest),2125,75.484,53.61,103.915,67.17,271
